Modality,Gender,Race_ETH,Tobacco_Ever,Afib,PVD,Statins,anyPhysicalActivity,weight
CT,M,Multiple/Other/Unknown,0,0,1,1,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,0,1,1,1,7.298413071140488e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,0,0,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,0,0,1,6.029123841376925e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,0,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,0,1,1,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,1,0,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,1,1,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,0,1,1,1,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,0,0,0,0.000199913
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,0,0,1,0.001669115
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,0,1,0,0.000282417
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,0,1,1,0.001621517
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,1,0,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,1,0,1,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,1,1,0,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,0,1,1,1,8.25037999346316e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,0,0,0,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,0,0,1,4.12518999673158e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,0,1,0,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,0,1,1,0.000114236
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,1,0,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,1,1,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
CT,M,Multiple/Other/Unknown,1,1,1,1,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,0,0,0,3.4905453818497984e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,0,0,1,0.007948924
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,0,1,0,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,0,1,1,0.00547381
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,1,0,1,4.12518999673158e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,1,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,0,1,1,1,9.836991530667615e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,1,0,0,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,1,0,0,1,0.000120582
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,1,0,1,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,1,0,1,1,0.000130102
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,1,1,0,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,0,1,1,1,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,0,0,0,6.029123841376925e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,0,0,1,0.00144699
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,0,1,0,9.202346915785832e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,0,1,1,0.001243903
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,1,0,1,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,1,1,0,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,0,1,1,1,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,1,0,0,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,1,0,0,1,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,1,0,1,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,1,0,1,1,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,F,Asian and Pacific Islander,1,1,1,1,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,0,0,0,0.000355401
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,0,0,1,0.00413471
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,0,1,0,0.000288763
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,0,1,1,0.001999131
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,1,0,0,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,1,0,1,3.173223074408908e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,1,1,0,3.173223074408908e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,0,1,1,1,5.711801533936034e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,0,0,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,0,0,1,4.442512304172471e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,0,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,0,1,1,5.711801533936034e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,1,0,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,1,1,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Black,0,1,1,1,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,0,0,0,0.000606086
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,0,0,1,0.002278374
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,0,1,0,0.000517235
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,0,1,1,0.001662769
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,1,0,0,5.711801533936034e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,1,0,1,5.3944792264951435e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,1,1,0,0.000123756
,,,,,,,,
,,,,,,,,
MR,F,Black,1,0,1,1,1,9.519669223226724e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,0,0,0,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,0,0,1,2.2212561520862357e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,0,1,0,4.759834611613362e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,0,1,1,4.12518999673158e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,1,1,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,F,Black,1,1,1,1,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,0,0,0,0.001608824
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,0,0,1,0.016075548094955528
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,0,1,0,0.001478722
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,0,1,1,0.008751749
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,1,0,0,9.836991530667615e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,1,0,1,0.000126929
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,1,1,0,0.000142795
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,0,1,1,1,0.000149141
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,0,0,0,5.0771569190542523e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,0,0,1,0.000165008
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,0,1,0,0.00010789
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,0,1,1,0.000155488
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,1,0,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,1,1,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,0,1,1,1,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,0,0,0,0.001656422
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,0,0,1,0.005403999
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,0,1,0,0.001656422
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,0,1,1,0.003595262
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,1,0,0,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,1,0,1,5.0771569190542523e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,1,1,0,0.000152315
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,0,1,1,1,9.519669223226724e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,1,0,0,0,5.711801533936034e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,1,0,0,1,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,1,0,1,0,9.519669223226724e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,1,0,1,1,7.615735378581379e-05
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,1,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Hispanic,1,1,1,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,0,0,0,0.001189959
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,0,0,1,0.023316843150756654
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,0,1,0,0.001024951
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,0,1,1,0.009840165
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,1,0,0,9.519669223226724e-05
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,1,0,1,0.00019674
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,1,1,0,0.000126929
,,,,,,,,
,,,,,,,,
MR,F,White,0,0,1,1,1,0.000237992
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,0,0,0,0.000130102
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,0,0,1,0.000479157
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,0,1,0,0.0001777
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,0,1,1,0.000406173
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,1,0,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,1,0,1,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,1,1,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,F,White,0,1,1,1,1,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,0,0,0,0.002246642
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,0,0,1,0.015282242
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,0,1,0,0.002376744
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,0,1,1,0.008675592
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,1,0,0,0.000241165
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,1,0,1,0.000257031
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,1,1,0,0.000434732
,,,,,,,,
,,,,,,,,
MR,F,White,1,0,1,1,1,0.00038396
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,0,0,0,0.000218952
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,0,0,1,0.000368094
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,0,1,0,0.000279244
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,0,1,1,0.000418865
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,1,0,0,3.173223074408908e-05
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,1,0,1,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,1,1,0,6.346446148817816e-05
,,,,,,,,
,,,,,,,,
MR,F,White,1,1,1,1,1,4.759834611613362e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,0,0,0,6.663768456258707e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,0,0,1,0.002030863
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,0,1,0,7.615735378581379e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,0,1,1,0.000910715
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,1,0,1,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,0,1,1,1,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,1,0,0,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,1,0,0,1,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,1,0,1,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,0,1,0,1,1,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,0,0,0,0.000117409
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,0,0,1,0.000818692
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,0,1,0,0.000120582
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,0,1,1,0.00047281
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,1,0,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,1,0,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,1,1,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,0,1,1,1,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,1,0,0,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,1,0,0,1,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,1,0,1,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,1,0,1,1,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,F,Multiple/Other/Unknown,1,1,1,1,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,0,0,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,0,0,0,1,0.002798783
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,0,0,1,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,0,0,1,1,0.002906672
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,0,1,0,1,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,0,1,1,1,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,1,0,0,1,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,1,0,1,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,1,0,1,1,9.519669223226724e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,1,1,0,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,1,1,1,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,0,1,1,1,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,0,0,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,0,0,1,0.002002304
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,0,1,0,3.173223074408908e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,0,1,1,0.003277939
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,1,0,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,1,0,1,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,1,1,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,0,1,1,1,0.000136449
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,1,0,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,1,0,0,1,7.615735378581379e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,1,0,1,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,1,0,1,1,0.000158661
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,1,1,1,0,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Asian and Pacific Islander,1,1,1,1,1,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,0,0,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,0,0,1,0.001808737
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,0,1,0,4.759834611613362e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,0,1,1,0.001320061
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,1,0,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,1,0,1,4.442512304172471e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,1,1,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,0,1,1,1,5.711801533936034e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,0,0,1,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,0,1,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,0,1,1,5.3944792264951435e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,1,0,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,1,1,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,0,1,1,1,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,0,0,0,0.000120582
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,0,0,1,0.00182143
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,0,1,0,0.000193567
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,0,1,1,0.001881721
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,1,0,0,3.173223074408908e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,1,0,1,4.442512304172471e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,1,1,0,7.933057686022269e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,0,1,1,1,0.000158661
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,0,0,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,0,0,1,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,0,1,0,3.4905453818497984e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,0,1,1,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,1,0,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,1,0,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,1,1,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Black,1,1,1,1,1,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,0,0,0,0.000222126
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,0,0,1,0.007212736
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,0,1,0,0.000241165
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,0,1,1,0.005721321
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,1,0,0,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,1,0,1,6.981090763699597e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,1,1,0,4.442512304172471e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,0,1,1,1,0.000149141
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,0,0,0,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,0,0,1,0.000130102
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,0,1,0,5.0771569190542523e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,0,1,1,0.00018722
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,1,0,0,3.1732230744089077e-06
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,1,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,0,1,1,1,1,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,0,0,0,0.000736188
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,0,0,1,0.006184612
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,0,1,0,0.001088416
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,0,1,1,0.006603477
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,1,0,0,0.000101543
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,1,0,1,6.663768456258707e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,1,1,0,0.0001777
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,0,1,1,1,0.000225299
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,0,0,0,7.615735378581379e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,0,0,1,0.00010789
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,0,1,0,0.000123756
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,0,1,1,0.000193567
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,1,0,0,9.519669223226724e-06
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,1,0,1,6.3464461488178154e-06
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,1,1,0,2.855900766968017e-05
,,,,,,,,
,,,,,,,,
MR,M,Hispanic,1,1,1,1,1,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,0,0,0,0.00019674
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,0,0,1,0.013517930296981947
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,0,1,0,0.000266551
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,0,1,1,0.010036904584355376
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,1,0,0,4.442512304172471e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,1,0,1,0.000155488
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,1,1,0,6.663768456258707e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,0,1,1,1,0.000301456
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,0,0,0,2.5385784595271262e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,0,0,1,0.00057118
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,0,1,0,7.298413071140488e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,0,1,1,0.000691763
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,1,0,0,1.2692892297635631e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,1,0,1,1.586611537204454e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,1,1,0,1.9039338446453448e-05
,,,,,,,,
,,,,,,,,
MR,M,White,0,1,1,1,1,3.8078676892906896e-05
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,0,0,0,0.000666377
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,0,0,1,0.012508845359319915
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,0,1,0,0.000990046
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,0,1,1,0.012201042721102251
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,1,0,0,0.000174527
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,1,0,1,0.000301456
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,1,1,0,0.000456944
,,,,,,,,
,,,,,,,,
MR,M,White,1,0,1,1,1,0.000717148
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,0,0,0,0.000180874
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,0,0,1,0.000593393
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,0,1,0,0.000330015
,,,,,,,,
,,,,,,,,
MR,M,White,1,1,0,1,1,0.000929754
,,,,,,,,
,,,,,,,,
